Fecha,Producto,Ventas
2025-07-11,Bloqueador Solar,89
2024-04-30,Bloqueador Solar,47
2026-01-06,Bloqueador Solar,47
2024-02-16,Cerveza Pacifico,225
2024-03-10,Bloqueador Solar,75
2025-01-23,Hielo en Bolsa,56
2025-07-15,Cerveza Pacifico,85
2025-06-15,Bloqueador Solar,70
2025-11-18,Cerveza Pacifico,83
2024-09-19,Bloqueador Solar,32
2024-06-09,Cerveza Pacifico,105
2024-01-15,Bloqueador Solar,43
2024-01-06,Cerveza Pacifico,114
2025-07-08,Hielo en Bolsa,38
2026-01-16,Cerveza Pacifico,109
2025-12-23,Cerveza Pacifico,91
2025-10-27,Bloqueador Solar,29
2025-10-11,Hielo en Bolsa,96
2025-04-15,Hielo en Bolsa,191
2025-05-16,Hielo en Bolsa,88
2025-09-16,Bloqueador Solar,30
2024-02-08,Hielo en Bolsa,41
2024-06-10,Cerveza Pacifico,95
2024-09-27,Cerveza Pacifico,119
2024-05-24,Bloqueador Solar,71
2024-02-29,Cerveza Pacifico,84
2025-09-27,Hielo en Bolsa,107
2025-08-10,Cerveza Pacifico,106
2024-08-31,Bloqueador Solar,85
2026-02-21,Bloqueador Solar,185
2025-06-09,Bloqueador Solar,42
2024-08-22,Cerveza Pacifico,91
2025-10-01,Bloqueador Solar,30
2024-01-21,Cerveza Pacifico,131
2025-12-23,Bloqueador Solar,34
2025-03-06,Bloqueador Solar,43
2025-04-28,Hielo en Bolsa,63
2025-01-26,Cerveza Pacifico,106
2024-01-01,Hielo en Bolsa,66
2025-03-06,Cerveza Pacifico,93
2025-12-26,Cerveza Pacifico,134
2026-01-16,Hielo en Bolsa,83
2024-07-23,Hielo en Bolsa,55
2024-11-14,Cerveza Pacifico,83
2024-12-21,Cerveza Pacifico,114
2025-10-15,Cerveza Pacifico,96
2025-03-14,Hielo en Bolsa,75
2025-04-20,Bloqueador Solar,89
2025-06-19,Hielo en Bolsa,39
2025-05-02,Cerveza Pacifico,121
2025-05-06,Hielo en Bolsa,68
2026-01-02,Hielo en Bolsa,82
2025-02-27,Bloqueador Solar,20
2025-09-28,Cerveza Pacifico,131
2025-08-17,Cerveza Pacifico,127
2025-07-17,Cerveza Pacifico,86
2025-09-06,Cerveza Pacifico,123
2024-09-30,Hielo en Bolsa,39
2024-06-15,Hielo en Bolsa,95
2024-10-16,Hielo en Bolsa,50
2025-10-11,Cerveza Pacifico,112
2024-04-30,Cerveza Pacifico,82
2025-07-01,Cerveza Pacifico,80
2025-09-13,Hielo en Bolsa,108
2025-11-02,Cerveza Pacifico,139
2024-07-02,Bloqueador Solar,31
2025-08-29,Bloqueador Solar,55
2024-01-17,Bloqueador Solar,18
2024-03-11,Hielo en Bolsa,51
2025-07-27,Cerveza Pacifico,108
2025-02-21,Bloqueador Solar,178
2026-01-06,Cerveza Pacifico,78
2026-02-12,Cerveza Pacifico,82
2026-01-27,Hielo en Bolsa,54
2025-05-07,Bloqueador Solar,24
2024-06-12,Cerveza Pacifico,65
2025-06-04,Bloqueador Solar,34
2024-01-10,Cerveza Pacifico,65
2024-09-13,Hielo en Bolsa,101
2025-01-27,Cerveza Pacifico,73
2025-02-25,Cerveza Pacifico,202
2024-05-01,Cerveza Pacifico,95
2024-11-18,Cerveza Pacifico,99
2025-07-13,Hielo en Bolsa,84
2024-03-20,Bloqueador Solar,17
2024-11-11,Hielo en Bolsa,62
2025-06-05,Bloqueador Solar,17
2025-10-24,Cerveza Pacifico,132
2024-10-10,Cerveza Pacifico,95
2024-03-09,Hielo en Bolsa,106
2026-01-13,Cerveza Pacifico,81
2024-12-27,Cerveza Pacifico,138
2025-01-12,Cerveza Pacifico,110
2025-01-22,Cerveza Pacifico,84
2026-01-25,Bloqueador Solar,75
2025-06-04,Cerveza Pacifico,84
2025-04-04,Hielo en Bolsa,245
2025-09-08,Hielo en Bolsa,63
2024-08-22,Hielo en Bolsa,67
2024-02-20,Hielo en Bolsa,164
2024-05-29,Cerveza Pacifico,93
2024-11-03,Bloqueador Solar,56
2024-02-10,Bloqueador Solar,76
2024-12-18,Cerveza Pacifico,88
2025-11-14,Hielo en Bolsa,93
2025-07-11,Hielo en Bolsa,87
2026-02-26,Bloqueador Solar,22
2025-10-22,Cerveza Pacifico,76
2026-01-31,Bloqueador Solar,82
2025-12-11,Bloqueador Solar,39
2024-11-16,Bloqueador Solar,85
2025-09-10,Cerveza Pacifico,93
2025-04-07,Cerveza Pacifico,247
2024-07-11,Bloqueador Solar,45
2024-05-09,Cerveza Pacifico,82
2024-09-26,Cerveza Pacifico,67
2025-08-21,Cerveza Pacifico,80
2026-02-17,Bloqueador Solar,164
2025-05-27,Hielo en Bolsa,50
2025-11-17,Cerveza Pacifico,79
2026-02-06,Hielo en Bolsa,94
2025-04-10,Hielo en Bolsa,209
2024-07-19,Bloqueador Solar,57
2024-02-07,Bloqueador Solar,25
2025-06-27,Hielo en Bolsa,109
2024-05-12,Cerveza Pacifico,110
2024-04-25,Bloqueador Solar,18
2024-08-15,Hielo en Bolsa,69
2026-02-09,Cerveza Pacifico,71
2025-01-31,Bloqueador Solar,81
2025-01-31,Hielo en Bolsa,98
2025-03-22,Cerveza Pacifico,130
2025-04-28,Bloqueador Solar,18
2024-10-09,Bloqueador Solar,18
2026-01-05,Hielo en Bolsa,62
2025-05-15,Cerveza Pacifico,76
2025-03-28,Hielo en Bolsa,106
2025-05-12,Cerveza Pacifico,78
2024-09-20,Hielo en Bolsa,80
2024-08-18,Cerveza Pacifico,111
2026-01-21,Cerveza Pacifico,77
2025-12-12,Cerveza Pacifico,119
2025-03-01,Hielo en Bolsa,77
2024-10-27,Hielo en Bolsa,98
2024-03-04,Bloqueador Solar,25
2024-12-06,Hielo en Bolsa,80
2024-12-29,Bloqueador Solar,66
2025-02-07,Hielo en Bolsa,84
2025-03-07,Hielo en Bolsa,106
2024-02-02,Bloqueador Solar,89
2024-10-28,Bloqueador Solar,42
2025-06-14,Cerveza Pacifico,113
2024-07-28,Cerveza Pacifico,125
2025-05-06,Bloqueador Solar,17
2024-07-23,Bloqueador Solar,44
2024-04-17,Bloqueador Solar,35
2024-07-16,Bloqueador Solar,47
2025-04-09,Hielo en Bolsa,194
2024-10-10,Bloqueador Solar,33
2025-02-15,Bloqueador Solar,207
2024-01-11,Bloqueador Solar,42
2024-08-13,Hielo en Bolsa,66
2024-07-01,Hielo en Bolsa,45
2024-02-01,Bloqueador Solar,28
2024-02-22,Hielo en Bolsa,165
2025-02-13,Cerveza Pacifico,70
2024-02-14,Hielo en Bolsa,50
2025-01-03,Cerveza Pacifico,110
2025-10-15,Hielo en Bolsa,49
2026-01-22,Cerveza Pacifico,65
2025-08-27,Cerveza Pacifico,75
2025-11-02,Bloqueador Solar,87
2025-03-21,Hielo en Bolsa,106
2024-01-12,Hielo en Bolsa,104
2024-04-14,Hielo en Bolsa,259
2025-06-17,Bloqueador Solar,43
2025-01-19,Bloqueador Solar,72
2025-03-04,Cerveza Pacifico,81
2024-04-01,Cerveza Pacifico,215
2024-03-10,Cerveza Pacifico,130
2026-01-22,Bloqueador Solar,45
2024-03-27,Hielo en Bolsa,47
2025-06-07,Cerveza Pacifico,124
2024-07-24,Hielo en Bolsa,61
2024-03-05,Hielo en Bolsa,54
2026-02-17,Hielo en Bolsa,160
2025-04-27,Bloqueador Solar,60
2024-05-25,Bloqueador Solar,88
2025-11-07,Hielo en Bolsa,90
2025-05-22,Hielo en Bolsa,59
2024-10-30,Hielo en Bolsa,63
2026-02-23,Hielo en Bolsa,158
2025-04-23,Cerveza Pacifico,71
2024-02-18,Cerveza Pacifico,226
2024-12-20,Bloqueador Solar,59
2026-02-02,Bloqueador Solar,32
2024-04-24,Bloqueador Solar,44
2025-04-14,Cerveza Pacifico,236
2026-01-23,Bloqueador Solar,76
2024-10-04,Bloqueador Solar,60
2024-01-09,Bloqueador Solar,23
2026-01-02,Cerveza Pacifico,139
2024-01-14,Cerveza Pacifico,121
2025-06-26,Hielo en Bolsa,35
2024-10-23,Hielo en Bolsa,56
2024-06-16,Hielo en Bolsa,80
2024-11-15,Cerveza Pacifico,127
2025-11-09,Cerveza Pacifico,109
2025-11-14,Cerveza Pacifico,110
2024-05-26,Bloqueador Solar,72
2026-02-24,Bloqueador Solar,146
2025-10-05,Hielo en Bolsa,83
2025-03-11,Hielo en Bolsa,48
2024-07-06,Hielo en Bolsa,99
2025-11-23,Hielo en Bolsa,91
2025-02-28,Cerveza Pacifico,125
2025-02-04,Cerveza Pacifico,65
2024-11-26,Bloqueador Solar,40
2025-06-08,Bloqueador Solar,71
2025-02-09,Bloqueador Solar,57
2024-01-06,Bloqueador Solar,65
2024-02-11,Cerveza Pacifico,105
2025-06-03,Cerveza Pacifico,67
2024-11-06,Cerveza Pacifico,80
2025-08-09,Hielo en Bolsa,92
2024-04-26,Hielo en Bolsa,83
2024-06-07,Hielo en Bolsa,102
2025-08-24,Hielo en Bolsa,108
2025-07-01,Bloqueador Solar,40
2024-02-23,Cerveza Pacifico,228
2025-07-05,Bloqueador Solar,66
2025-08-28,Cerveza Pacifico,72
2024-01-26,Cerveza Pacifico,131
2025-12-21,Cerveza Pacifico,106
2025-10-18,Cerveza Pacifico,134
2026-01-26,Hielo en Bolsa,48
2025-02-10,Hielo en Bolsa,65
2025-04-09,Bloqueador Solar,172
2025-01-03,Bloqueador Solar,74
2024-11-28,Hielo en Bolsa,52
2025-10-14,Cerveza Pacifico,82
2025-03-27,Hielo en Bolsa,65
2025-09-01,Hielo en Bolsa,65
2024-08-26,Hielo en Bolsa,40
2025-10-04,Hielo en Bolsa,105
2025-11-13,Cerveza Pacifico,85
2025-12-05,Hielo en Bolsa,88
2025-06-21,Hielo en Bolsa,84
2026-02-16,Hielo en Bolsa,178
2024-06-07,Cerveza Pacifico,119
2025-10-17,Hielo en Bolsa,100
2025-01-29,Hielo en Bolsa,65
2024-08-12,Bloqueador Solar,27
2024-12-29,Cerveza Pacifico,120
2024-10-05,Cerveza Pacifico,115
2024-09-01,Bloqueador Solar,62
2025-03-22,Bloqueador Solar,85
2025-12-13,Cerveza Pacifico,136
2024-10-06,Bloqueador Solar,82
2025-12-24,Hielo en Bolsa,68
2024-07-03,Bloqueador Solar,36
2024-11-12,Hielo en Bolsa,51
2024-12-19,Hielo en Bolsa,55
2025-05-04,Hielo en Bolsa,84
2025-02-22,Cerveza Pacifico,256
2024-04-12,Hielo en Bolsa,230
2024-09-04,Hielo en Bolsa,66
2025-03-16,Bloqueador Solar,71
2025-07-25,Cerveza Pacifico,113
2024-03-02,Cerveza Pacifico,120
2024-11-20,Bloqueador Solar,49
2024-08-14,Bloqueador Solar,19
2024-09-25,Bloqueador Solar,31
2025-08-18,Bloqueador Solar,36
2024-06-18,Hielo en Bolsa,69
2024-06-16,Bloqueador Solar,82
2025-09-30,Cerveza Pacifico,98
2024-06-02,Cerveza Pacifico,106
2026-02-26,Hielo en Bolsa,49
2026-01-15,Bloqueador Solar,46
2025-11-06,Cerveza Pacifico,69
2024-03-25,Bloqueador Solar,15
2025-06-05,Cerveza Pacifico,78
2025-08-11,Bloqueador Solar,25
2025-01-17,Cerveza Pacifico,133
2024-10-25,Bloqueador Solar,68
2025-02-17,Hielo en Bolsa,157
2025-02-23,Cerveza Pacifico,226
2024-08-26,Bloqueador Solar,33
2025-11-06,Bloqueador Solar,30
2024-12-04,Bloqueador Solar,30
2024-02-21,Bloqueador Solar,144
2024-08-10,Bloqueador Solar,88
2024-12-07,Hielo en Bolsa,81
2024-07-20,Hielo en Bolsa,88
2025-01-09,Hielo en Bolsa,60
2024-12-21,Hielo en Bolsa,100
2025-12-22,Cerveza Pacifico,83
2025-07-03,Hielo en Bolsa,63
2025-08-02,Hielo en Bolsa,99
2025-04-19,Hielo en Bolsa,108
2024-10-27,Cerveza Pacifico,118
2024-08-03,Cerveza Pacifico,119
2025-04-04,Bloqueador Solar,215
2025-11-23,Bloqueador Solar,73
2024-07-04,Cerveza Pacifico,81
2025-06-30,Bloqueador Solar,46
2025-08-27,Bloqueador Solar,16
2024-05-08,Hielo en Bolsa,56
2024-07-31,Cerveza Pacifico,68
2025-07-29,Bloqueador Solar,30
2024-04-03,Cerveza Pacifico,229
2025-05-14,Cerveza Pacifico,97
2025-01-14,Cerveza Pacifico,80
2025-07-16,Bloqueador Solar,44
2025-05-31,Cerveza Pacifico,107
2024-08-11,Hielo en Bolsa,76
2025-08-17,Bloqueador Solar,77
2024-08-27,Hielo en Bolsa,47
2025-10-21,Hielo en Bolsa,61
2025-11-22,Bloqueador Solar,77
2024-12-25,Cerveza Pacifico,93
2024-07-29,Cerveza Pacifico,91
2024-11-08,Bloqueador Solar,67
2026-01-26,Cerveza Pacifico,67
2025-08-15,Bloqueador Solar,83
2024-02-14,Bloqueador Solar,25
2025-10-06,Cerveza Pacifico,76
2025-10-28,Hielo en Bolsa,43
2024-12-14,Bloqueador Solar,72
2026-02-07,Hielo en Bolsa,93
2024-01-08,Hielo en Bolsa,53
2025-10-10,Bloqueador Solar,71
2026-01-06,Hielo en Bolsa,56
2024-08-29,Hielo en Bolsa,56
2024-05-29,Bloqueador Solar,32
2024-05-20,Bloqueador Solar,40
2025-07-17,Hielo en Bolsa,35
2024-12-17,Cerveza Pacifico,94
2025-10-03,Cerveza Pacifico,123
2025-11-25,Bloqueador Solar,37
2024-08-08,Hielo en Bolsa,44
2024-01-30,Cerveza Pacifico,90
2026-02-14,Cerveza Pacifico,128
2025-12-30,Bloqueador Solar,44
2025-09-28,Bloqueador Solar,79
2024-01-22,Cerveza Pacifico,71
2025-02-18,Cerveza Pacifico,204
2026-02-14,Hielo en Bolsa,97
2026-02-11,Bloqueador Solar,32
2025-09-13,Cerveza Pacifico,137
2025-07-14,Bloqueador Solar,35
2024-06-11,Bloqueador Solar,24
2025-05-17,Bloqueador Solar,60
2024-02-28,Cerveza Pacifico,93
2025-08-20,Hielo en Bolsa,55
2025-09-29,Cerveza Pacifico,84
2024-07-07,Bloqueador Solar,77
2026-02-24,Hielo en Bolsa,158
2025-08-03,Cerveza Pacifico,126
2024-05-20,Cerveza Pacifico,94
2024-08-21,Hielo en Bolsa,64
2025-11-26,Bloqueador Solar,36
2025-02-21,Hielo en Bolsa,200
2024-02-06,Hielo en Bolsa,54
2024-09-06,Bloqueador Solar,69
2025-08-24,Bloqueador Solar,89
2024-12-03,Bloqueador Solar,16
2025-03-12,Cerveza Pacifico,65
2025-01-04,Hielo en Bolsa,97
2024-09-20,Cerveza Pacifico,131
2024-11-30,Bloqueador Solar,60
2025-10-06,Bloqueador Solar,39
2025-05-09,Cerveza Pacifico,117
2024-04-21,Cerveza Pacifico,116
2024-12-03,Hielo en Bolsa,42
2024-03-03,Hielo en Bolsa,96
2025-09-21,Hielo en Bolsa,85
2025-03-03,Cerveza Pacifico,76
2024-04-01,Hielo en Bolsa,206
2025-11-14,Bloqueador Solar,77
2025-02-06,Bloqueador Solar,27
2025-07-02,Cerveza Pacifico,75
2025-07-08,Cerveza Pacifico,70
2024-04-20,Bloqueador Solar,83
2024-10-07,Hielo en Bolsa,64
2025-08-22,Bloqueador Solar,79
2025-10-27,Cerveza Pacifico,73
2024-05-24,Hielo en Bolsa,83
2024-08-23,Cerveza Pacifico,124
2024-01-12,Cerveza Pacifico,133
2025-11-16,Bloqueador Solar,69
2024-03-31,Bloqueador Solar,76
2024-03-30,Hielo en Bolsa,91
2025-08-30,Hielo en Bolsa,107
2025-02-25,Bloqueador Solar,166
2024-10-13,Cerveza Pacifico,114
2024-09-04,Cerveza Pacifico,65
2024-05-06,Bloqueador Solar,47
2024-04-18,Cerveza Pacifico,69
2024-01-04,Bloqueador Solar,24
2026-02-12,Hielo en Bolsa,40
2025-12-03,Bloqueador Solar,19
2024-06-23,Cerveza Pacifico,105
2025-05-05,Cerveza Pacifico,80
2025-06-23,Bloqueador Solar,46
2025-01-11,Cerveza Pacifico,133
2024-05-19,Hielo en Bolsa,77
2024-11-21,Hielo en Bolsa,58
2025-11-25,Hielo en Bolsa,47
2025-12-17,Bloqueador Solar,47
2024-02-25,Hielo en Bolsa,206
2024-01-15,Cerveza Pacifico,76
2024-12-26,Cerveza Pacifico,81
2024-12-11,Bloqueador Solar,15
2025-11-27,Bloqueador Solar,49
2025-12-06,Bloqueador Solar,85
2026-02-22,Cerveza Pacifico,251
2026-01-09,Bloqueador Solar,64
2026-01-23,Hielo en Bolsa,99
2025-03-07,Cerveza Pacifico,129
2024-04-14,Cerveza Pacifico,275
2025-07-15,Bloqueador Solar,18
2025-03-29,Cerveza Pacifico,125
2024-04-11,Bloqueador Solar,166
2024-06-15,Cerveza Pacifico,105
2026-01-09,Cerveza Pacifico,129
2025-01-06,Bloqueador Solar,18
2024-05-19,Cerveza Pacifico,119
2024-09-10,Bloqueador Solar,37
2024-04-04,Hielo en Bolsa,200
2025-10-07,Hielo en Bolsa,44
2024-06-25,Hielo en Bolsa,55
2024-07-02,Hielo en Bolsa,49
2024-07-06,Cerveza Pacifico,130
2024-09-12,Bloqueador Solar,38
2024-05-07,Cerveza Pacifico,83
2024-04-12,Bloqueador Solar,228
2025-09-12,Bloqueador Solar,69
2025-07-18,Bloqueador Solar,78
2025-03-11,Bloqueador Solar,41
2025-09-26,Cerveza Pacifico,114
2024-11-04,Cerveza Pacifico,71
2025-05-31,Hielo en Bolsa,83
2025-04-08,Cerveza Pacifico,216
2024-07-19,Cerveza Pacifico,113
2024-02-24,Cerveza Pacifico,237
2025-06-11,Cerveza Pacifico,72
2024-05-27,Bloqueador Solar,15
2025-11-09,Bloqueador Solar,89
2025-12-08,Cerveza Pacifico,95
2025-11-17,Hielo en Bolsa,38
2024-09-28,Cerveza Pacifico,115
2025-06-13,Cerveza Pacifico,137
2024-04-02,Cerveza Pacifico,217
2026-02-23,Cerveza Pacifico,188
2026-02-19,Cerveza Pacifico,193
2025-01-27,Bloqueador Solar,48
2026-01-03,Cerveza Pacifico,139
2024-06-04,Cerveza Pacifico,67
2025-07-27,Bloqueador Solar,78
2025-09-14,Bloqueador Solar,68
2024-02-03,Bloqueador Solar,58
2024-11-02,Bloqueador Solar,73
2025-09-20,Hielo en Bolsa,96
2025-03-31,Cerveza Pacifico,90
2025-11-02,Hielo en Bolsa,90
2024-10-15,Hielo en Bolsa,67
2024-04-28,Hielo en Bolsa,94
2025-10-28,Bloqueador Solar,43
2025-11-27,Cerveza Pacifico,92
2024-05-18,Bloqueador Solar,64
2024-09-09,Hielo en Bolsa,46
2024-10-11,Hielo en Bolsa,99
2026-01-18,Bloqueador Solar,66
2025-02-26,Cerveza Pacifico,78
2025-12-02,Cerveza Pacifico,65
2025-04-11,Bloqueador Solar,217
2025-02-08,Hielo en Bolsa,92
2025-12-08,Bloqueador Solar,27
2025-08-15,Hielo en Bolsa,87
2024-07-18,Hielo en Bolsa,35
2025-06-19,Bloqueador Solar,45
2026-01-01,Hielo en Bolsa,37
2025-06-05,Hielo en Bolsa,42
2025-05-03,Hielo en Bolsa,102
2024-10-19,Cerveza Pacifico,112
2025-04-21,Bloqueador Solar,19
2025-09-19,Cerveza Pacifico,131
2024-09-20,Bloqueador Solar,56
2024-07-20,Cerveza Pacifico,129
2025-09-15,Cerveza Pacifico,89
2025-07-21,Bloqueador Solar,48
2025-07-06,Bloqueador Solar,72
2024-03-16,Bloqueador Solar,83
2025-03-26,Bloqueador Solar,46
2025-02-22,Hielo en Bolsa,196
2024-07-03,Hielo en Bolsa,56
2024-06-01,Hielo en Bolsa,88
2025-12-16,Bloqueador Solar,45
2024-10-16,Cerveza Pacifico,93
2025-05-11,Cerveza Pacifico,112
2025-08-18,Cerveza Pacifico,89
2024-06-20,Bloqueador Solar,19
2025-11-27,Hielo en Bolsa,49
2026-02-26,Cerveza Pacifico,71
2024-06-02,Hielo en Bolsa,95
2024-08-03,Bloqueador Solar,82
2024-03-30,Cerveza Pacifico,120
2024-09-11,Hielo en Bolsa,51
2025-08-31,Hielo en Bolsa,79
2025-03-11,Cerveza Pacifico,79
2024-07-14,Bloqueador Solar,68
2025-09-04,Hielo en Bolsa,69
2024-03-11,Cerveza Pacifico,94
2024-06-04,Bloqueador Solar,45
2026-01-10,Cerveza Pacifico,113
2025-03-04,Bloqueador Solar,27
2026-01-31,Hielo en Bolsa,86
2024-05-31,Bloqueador Solar,80
2026-02-15,Bloqueador Solar,175
2025-10-29,Cerveza Pacifico,93
2025-07-26,Hielo en Bolsa,76
2024-07-22,Cerveza Pacifico,92
2025-03-24,Cerveza Pacifico,96
2024-10-25,Cerveza Pacifico,119
2025-01-07,Cerveza Pacifico,86
2024-11-25,Hielo en Bolsa,43
2025-02-03,Hielo en Bolsa,65
2024-07-26,Bloqueador Solar,65
2024-06-27,Hielo en Bolsa,64
2024-10-04,Cerveza Pacifico,127
2024-11-29,Hielo en Bolsa,89
2024-07-27,Hielo en Bolsa,98
2025-07-20,Cerveza Pacifico,124
2025-11-08,Cerveza Pacifico,129
2026-02-18,Cerveza Pacifico,186
2024-08-10,Cerveza Pacifico,136
2025-10-16,Hielo en Bolsa,53
2024-06-17,Bloqueador Solar,40
2025-10-23,Bloqueador Solar,49
2025-10-10,Hielo en Bolsa,91
2024-05-07,Hielo en Bolsa,64
2025-12-06,Cerveza Pacifico,113
2024-12-02,Cerveza Pacifico,74
2024-10-20,Cerveza Pacifico,106
2024-01-15,Hielo en Bolsa,69
2026-02-14,Bloqueador Solar,78
2025-02-26,Hielo en Bolsa,63
2025-12-27,Cerveza Pacifico,110
2024-03-14,Cerveza Pacifico,86
2025-07-07,Hielo en Bolsa,54
2025-10-30,Bloqueador Solar,45
2024-11-13,Hielo en Bolsa,57
2025-06-29,Bloqueador Solar,59
2024-01-25,Bloqueador Solar,37
2025-07-27,Hielo en Bolsa,89
2024-10-10,Hielo en Bolsa,61
2025-06-10,Hielo en Bolsa,61
2025-01-04,Cerveza Pacifico,123
2025-02-11,Bloqueador Solar,21
2025-12-16,Cerveza Pacifico,70
2025-08-05,Hielo en Bolsa,44
2024-10-31,Bloqueador Solar,34
2024-07-22,Bloqueador Solar,39
2024-02-23,Hielo en Bolsa,216
2025-08-23,Cerveza Pacifico,128
2026-01-24,Cerveza Pacifico,138
2025-01-23,Bloqueador Solar,45
2025-10-21,Bloqueador Solar,35
2025-05-08,Cerveza Pacifico,85
2026-02-02,Hielo en Bolsa,48
2024-12-25,Hielo en Bolsa,67
2024-11-01,Cerveza Pacifico,114
2024-09-07,Bloqueador Solar,76
2024-05-05,Bloqueador Solar,85
2024-10-29,Bloqueador Solar,25
2025-05-13,Bloqueador Solar,23
2025-10-20,Hielo en Bolsa,56
2024-09-27,Bloqueador Solar,57
2024-05-10,Hielo en Bolsa,109
2024-06-27,Bloqueador Solar,27
2026-01-12,Cerveza Pacifico,99
2025-08-29,Cerveza Pacifico,106
2025-12-11,Hielo en Bolsa,54
2024-06-07,Bloqueador Solar,75
2025-09-24,Cerveza Pacifico,65
2024-02-26,Hielo en Bolsa,50
2024-05-01,Hielo en Bolsa,39
2025-02-24,Cerveza Pacifico,218
2025-05-29,Hielo en Bolsa,68
2024-09-02,Hielo en Bolsa,38
2025-04-02,Hielo en Bolsa,217
2024-12-08,Cerveza Pacifico,107
2025-03-04,Hielo en Bolsa,47
2025-06-29,Cerveza Pacifico,121
2025-04-07,Hielo en Bolsa,201
2025-02-01,Hielo en Bolsa,104
2025-04-27,Cerveza Pacifico,126
2024-02-28,Hielo en Bolsa,58
2024-04-10,Cerveza Pacifico,215
2025-11-15,Hielo en Bolsa,75
2024-12-01,Hielo en Bolsa,85
2025-02-12,Cerveza Pacifico,86
2024-12-24,Cerveza Pacifico,92
2025-10-03,Hielo en Bolsa,77
2025-05-07,Hielo en Bolsa,68
2024-12-23,Hielo en Bolsa,58
2024-11-28,Bloqueador Solar,40
2025-02-13,Bloqueador Solar,26
2024-04-13,Hielo en Bolsa,255
2024-06-08,Cerveza Pacifico,111
2024-02-25,Bloqueador Solar,187
2024-02-15,Hielo en Bolsa,189
2025-08-27,Hielo en Bolsa,36
2024-01-17,Cerveza Pacifico,86
2024-10-26,Cerveza Pacifico,106
2025-04-21,Cerveza Pacifico,96
2024-03-18,Hielo en Bolsa,67
2024-02-24,Bloqueador Solar,176
2024-11-21,Cerveza Pacifico,69
2024-05-03,Cerveza Pacifico,121
2026-02-27,Bloqueador Solar,55
2024-01-26,Hielo en Bolsa,87
2024-01-12,Bloqueador Solar,85
2025-08-11,Cerveza Pacifico,74
2025-03-09,Bloqueador Solar,84
2025-02-19,Hielo en Bolsa,170
2025-11-11,Cerveza Pacifico,94
2025-12-26,Hielo en Bolsa,97
2025-09-29,Bloqueador Solar,25
2025-04-24,Cerveza Pacifico,76
2025-11-12,Hielo en Bolsa,67
2025-10-09,Cerveza Pacifico,94
2025-05-28,Cerveza Pacifico,83
2025-12-30,Cerveza Pacifico,72
2024-07-28,Hielo en Bolsa,81
2025-10-01,Cerveza Pacifico,85
2024-09-15,Bloqueador Solar,73
2025-09-02,Hielo en Bolsa,37
2024-08-09,Hielo en Bolsa,98
2025-02-16,Bloqueador Solar,193
2026-01-25,Hielo en Bolsa,103
2025-06-29,Hielo en Bolsa,75
2025-12-24,Bloqueador Solar,29
2025-07-07,Bloqueador Solar,29
2025-09-03,Cerveza Pacifico,82
2025-07-09,Bloqueador Solar,47
2024-01-05,Hielo en Bolsa,102
2026-01-13,Bloqueador Solar,17
2024-04-09,Bloqueador Solar,190
2024-05-23,Hielo en Bolsa,44
2025-02-06,Cerveza Pacifico,79
2025-05-30,Bloqueador Solar,81
2024-05-31,Cerveza Pacifico,126
2024-09-05,Cerveza Pacifico,98
2025-08-16,Hielo en Bolsa,77
2025-05-18,Cerveza Pacifico,121
2025-11-20,Bloqueador Solar,31
2025-11-17,Bloqueador Solar,32
2024-10-11,Cerveza Pacifico,109
2025-09-10,Bloqueador Solar,27
2025-04-23,Bloqueador Solar,32
2024-11-29,Cerveza Pacifico,106
2024-11-22,Bloqueador Solar,81
2024-12-14,Hielo en Bolsa,107
2025-05-17,Cerveza Pacifico,114
2025-06-01,Bloqueador Solar,58
2025-01-22,Bloqueador Solar,41
2025-08-17,Hielo en Bolsa,102
2024-04-20,Hielo en Bolsa,108
2026-01-19,Hielo en Bolsa,69
2024-07-05,Hielo en Bolsa,96
2025-09-20,Bloqueador Solar,58
2024-07-21,Cerveza Pacifico,134
2024-06-19,Cerveza Pacifico,74
2025-05-21,Bloqueador Solar,29
2024-10-06,Hielo en Bolsa,83
2024-03-22,Bloqueador Solar,68
2024-12-22,Bloqueador Solar,78
2024-05-28,Cerveza Pacifico,77
2025-07-21,Hielo en Bolsa,42
2024-07-24,Cerveza Pacifico,87
2026-02-27,Hielo en Bolsa,86
2024-08-07,Bloqueador Solar,35
2024-12-26,Bloqueador Solar,29
2024-01-23,Hielo en Bolsa,42
2025-01-25,Cerveza Pacifico,133
2025-06-02,Cerveza Pacifico,87
2025-03-07,Bloqueador Solar,84
2024-01-22,Hielo en Bolsa,61
2024-12-01,Cerveza Pacifico,118
2024-11-16,Hielo en Bolsa,109
2024-05-23,Cerveza Pacifico,90
2025-04-20,Hielo en Bolsa,100
2025-11-29,Hielo en Bolsa,99
2026-01-25,Cerveza Pacifico,119
2025-12-25,Bloqueador Solar,47
2024-02-09,Cerveza Pacifico,116
2025-10-25,Hielo en Bolsa,95
2025-08-07,Hielo en Bolsa,37
2024-03-28,Bloqueador Solar,30
2025-04-18,Hielo en Bolsa,92
2024-07-13,Cerveza Pacifico,127
2024-02-14,Cerveza Pacifico,91
2025-09-28,Hielo en Bolsa,98
2025-10-24,Bloqueador Solar,70
2025-06-06,Hielo en Bolsa,85
2026-02-25,Cerveza Pacifico,186
2025-06-18,Hielo en Bolsa,68
